"","name_country","name_region.y","wd","summass","n","sumarea","nyear","massperyear","cropcount_spam","name_region","FDI2016","FDI2017","FDI2018","FDI2019","FDI2020","FDI_in","agri_export","GCF","export_value_1000$","export_tonnes","export_agriraw","latitude","averagetemp","mintemp","maxtemp","avgprecipitation","gdp","gdppercapita","agri_gdp","hdi2019","hditier","pop2022","pesticide per cropland","pesticidepercapita","pesiticidepervalueproduction","Npercropland","Npercapita","Npervalueproduction","Ppercropland","Ppercapita","Ppervalueproduction","Kpercropland","Kpercapita","Kpervalueproduction","name_country.y","averageuse","name_country.y.y","averageusepesticide","usefertilizer","ratiopesticide/fertilizer"
"48","Korea (the Republic of)","Asia",0.356599456424781,12404.6754,350,173943.36,5,2480.93508,57,"Asia",0.806893302496192,1.10307799056185,0.706300893808141,0.58339386057331,0.53513172114211,0.746959553716321,0.910731999,31.4547741961154,4009034,1625716,4363470.51,"35.907756999999997",10.3332500338554,5.09449998140335,15.601499915123,963.717498779297,1585852491805.96,30758.0882405013,1.79128354374522,0.916,"Very High",51815810,11.426,0.36,1.21,132.128,4.136,13.95,89.018,2.788,9.396,89.596,2.804,9.46,"Republic of Korea",1.21,"Republic of Korea",1.21,50.22,0.0240939864595779
"49","Kyrgyzstan","Asia",0.499299596245297,92.5,15,555.783,3,30.8333333333333,64,"Asia",9.0886882786326,-1.3918435347293,1.74369127894699,4.55263119082343,-5.16032739132595,1.76656796446955,2.061440597,33.0823828240463,171954,321745,103419.28,"41.20438",0.529411758920726,-5.71129409372807,6.77105880800416,556.521174531824,7402806745.66406,1170.12830130659,12.4527562327032,0.697,"Medium",6630623,0.452,0.1,0.182,14.522,3.122,5.822,1.678,0.36,0.674,0.21,0.046,0.084,"Kyrgyzstan",0.182,"Kyrgyzstan",0.182,7.16,0.0254189944134078
"50","Latvia","Europe",0.188373979723218,806.431,100,21405.172,5,161.2862,55,"Europe",1.19436613264231,3.78422308566012,1.24257767251277,3.16996519105049,2.80606941541604,2.43944029945635,11.12703501,22.2847503875735,1652591,4967116,694875.28,"56.879635",6.01583337783813,1.76666664911641,10.2847221957313,542.174997117784,29404779729.3939,15252.323187589,3.68773728880813,0.866,"Very High",1850651,1.27,0.866,0.994,60.172,41.008,47.126,20.644,14.082,16.182,24.076,16.42,18.86,"Latvia",0.994,"Latvia",0.994,37.8,0.0262962962962963
"51","Lithuania","Europe",0.156784207299952,1267.6116,118,40425.171,5,253.52232,55,"Europe",2.7354410644298,2.89733605891245,2.41826923350019,6.27872737510754,7.92013203414385,4.44998115321877,2.983675156,17.9553438633262,2833060,7384485,744929.35,"55.169438",6.57473679592735,2.36052632018139,10.8089474376879,649.81841719778,45826026520.4419,16274.1805944058,3.16788232739176,0.882,"Very High",2750055,1.206,0.942,0.83,77.33,60.812,53.602,23.928,18.782,16.596,33.258,26.096,23.066,"Lithuania",0.83,"Lithuania",0.83,42.12,0.0197056030389364
"52","Malawi","Africa",0.284599827723534,1460.8064,71,25667.464,5,292.16128,60,"Africa",2.12956276035325,1.00854877278746,0.779423435163535,0.500915867471881,0.371660011757899,0.958022169506805,1.418658355,22.3737853513431,285476,385020,33014.35,"-13.254308",21.7828206771459,16.4241026609372,27.188717964368,1165.28973858173,7086025552.16311,390.056245135344,23.2280928569689,0.483,"Low",20405317,0.62,0.13,0.302,20.652,4.322,9.902,5.524,1.154,2.636,4.36,0.908,2.07,"Malawi",0.302,"Malawi",0.302,97.72,0.00309046254604994
"53","Malaysia","Asia",0.388692355058504,9642.39,180,124035.39,5,1928.478,42,"Asia",4.47131928679735,2.93579239075024,2.3145700039249,2.5062999414436,1.20436116630814,2.68646855784485,1.801996398,23.2434588536224,16694041,22146904,2037401.07,"4.2104840000000001",25.7698147561815,21.5565741680287,30.0330555174086,2727.37870053892,341161843963.641,10817.4911130097,8.00143558094195,0.81,"Very High",33938221,5.936,1.566,2.828,52.252,13.768,24.878,21.206,5.576,10.082,123.12,32.35,58.578,"Malaysia",2.828,"Malaysia",2.828,58.19,0.0485994157071662
"54","Mali","Africa",0.185485219947362,2533.951,43,27321.628,2,1266.9755,53,"Africa",2.54153260710679,3.64934228702434,2.73738513260563,4.97152245573442,3.07380326162288,3.39471714881881,10.79011373,21.0015233816958,583431,377990,49237.57,"17.570692000000001",28.1119092563456,20.9797852363677,35.2935799482614,322.119331241507,15127960296.6906,792.069729902466,37.1888856141396,0.434,"Low",22593590,0,0,0,17.886,6.134,16.26,6.468,2.234,5.924,4.06,1.4,3.714,"Mali",0,"Mali",0,30.06,0
"55","Mexico","North America",0.492128290826084,42539.3506,367,432222.978,5,8507.87012,100,"North America",3.60415546907349,2.85885218291923,3.09551595718239,2.33822831096083,2.88607557759766,2.95656549954672,0.224525374,21.9108016591624,20825209,16181063,3395729.3,"23.634501",20.197625171132,12.5784692443662,27.8651788217656,696.385407039877,1217803372316.95,9656.37840534313,3.46082961615946,0.779,"High",127504125,2.11,0.382,0.776,61.14,11.146,22.574,20.846,3.794,7.678,11.13,2.018,4.074,"Mexico",0.776,"Mexico",0.776,38.68,0.0200620475698035
"56","Moldova (the Republic of)","Europe",0.263355001322671,615.254,116,2336.182,1,615.254,52,"Europe",1.08332195975069,1.54626673550381,2.56086803365294,4.23302477610078,1.3273488754395,2.15016607608954,0.608337853,23.9796542525466,790835,1783270,118262.7,"47.411631",10.1415788248966,5.38736840298301,14.9373684431377,588.04736328125,8603648135.57007,3178.12770501169,10.4009367190571,0.75,"High",3272996,1.668,0.8,1.202,26.636,12.754,19.17,12.104,5.802,8.576,5.234,2.506,3.768,"Republic of Moldova",1.202,"Republic of Moldova",1.202,46.53,0.025832796045562
"57","Morocco","Africa",0.441203027731189,2766.7624,261,31354.732,5,553.35248,84,"Africa",2.08433794311567,2.44351130257047,3.00127049551751,1.43557078446943,1.23662001419247,2.04026210797311,0.820570263,31.7616446809299,3490790,3207843,1039179.98,"31.791702000000001",17.2063124299049,11.3336875021458,23.1263749837875,462.156249237061,107473309816.215,2937.10766601563,12.0808313141318,0.686,"Medium",37457971,1.448,0.38,0.908,21.14,5.536,13.062,14.732,3.886,9.286,11.122,2.902,6.82,"Morocco",0.908,"Morocco",0.908,51.59,0.0176003101376236
"58","Mozambique","Africa",0.29897287033644,1676.296,91,28034.299,5,335.2592,38,"Africa",26.2055100971596,17.5433695809103,11.3035763592629,21.9579098141976,22.7242507639605,19.9469233230982,1.298548011,49.5391290485565,343978,739902,131304.81,"-18.665694999999999",23.5607063336,18.161933090607,29.0081784202264,1089.36951625214,17531327571.9647,594.141929094936,24.450956580546,0.456,"Low",32969518,0.092,0.02,0.128,4.8,0.956,6.582,0.774,0.156,1.058,0.952,0.192,1.288,"Mozambique",0.128,"Mozambique",0.128,82.29,0.00155547454125653
"59","Myanmar","Asia",0.0785029876812758,1222.52,96,15576.126,1,1222.52,42,"Asia",5.43705751194465,7.81825877614867,2.63340940138882,2.52641342173559,2.41625215462419,4.16627825316838,2.376458173,32.1118161578708,4567569,7661938,151707.55,"21.913965000000001",23.51,18.14,28.94,2060.91,78354197905.1351,1457.71245311109,23.3885313981984,0.583,"Medium",54179306,1.178,0.276,0.476,22.536,5.246,9.084,9.486,2.206,3.818,8.384,1.948,3.374,"Myanmar",0.476,"Myanmar",0.476,45.78,0.0103975535168196
"60","Namibia","Africa",0.31420319342579,47.11575,64,599.92,4,11.7789375,23,"Africa",3.34571187940377,2.17505733750208,1.71299267803583,-1.40696324380009,-1.50855208327853,0.863649313572612,1.37933422,16.5847823835744,86312,76944,34706.81,"-22.957640000000001",19.7406920396745,12.2364705920632,27.2928719570068,265.388235259634,11098577939.7573,4538.22390062495,7.68676759068849,0.646,"Medium",2567012,0.07,0.02,0.108,19.86,6.622,31.026,0.986,0.326,1.546,0.42,0.138,0.648,"Namibia",0.108,"Namibia",0.108,62.82,0.00171919770773639
"61","Netherlands","Europe",0.384549638641237,5800.6106,228,75421.168,5,1160.12212,51,"Europe",29.7600440934451,25.3535815888928,-37.6760391516287,-3.71348618512368,-25.9542743324151,-2.44603479736592,2.918951584,21.175281603037,45709592,38178532,7123590.96,"52.132632999999998",8.82687503099442,4.87125000357628,12.8218749165535,706.524997711182,812038787267.997,47110.4057758669,1.69818370224664,0.944,"Very High",17564014,10.764,0.668,0.626,204.236,12.672,11.88,12.434,0.77,0.722,54.906,3.41,3.196,"Netherlands",0.626,"Netherlands",0.626,63.72,0.00982423101067169
"62","New Zealand","Oceania",0.585755179805976,3736.7936,210,31897.16,5,747.35872,58,"Oceania",1.06340229865333,1.15670915549888,1.18728563942506,1.36858249737908,1.91633471593424,1.33846286137812,11.87810148,23.3662719303656,4498894,2045782,231825.21,"-40.900556999999999",9.43834782890652,4.66799999397734,14.2500869087551,1539.3965236498,195148081661.117,39827.0820891739,5.6951227670618,0.931,"Very High",5185288,8.888,1.112,0.304,60.688,95.092,25.978,25.08,62.828,17.168,29.376,30.68,8.384,"New Zealand",0.304,"New Zealand",0.304,48.15,0.00631360332294912
"63","Nicaragua","North America",0.380683998705598,1962.9608,139,25781.783,5,392.59216,32,"North America",7.44463173977873,7.51056699953413,6.43059172530585,3.99312958089458,5.93074978832282,6.26193396676722,0.818684521,24.3645954846717,1048503,1413227,64528.73,"12.865416",25.2833333757189,20.9906667921278,29.6257777320014,2402.85555284288,13300980333.9693,2058.87775894278,15.2082592508215,0.66,"Medium",6948392,4.266,1.182,2.598,34.25,9.49,20.93,9.444,2.614,5.764,13.074,3.612,7.844,"Nicaragua",2.598,"Nicaragua",2.598,9.6,0.270625
"64","Norway","Europe",0.137117189002765,342.387,71,12485.32,5,68.4774,27,"Europe",-5.06160492142916,1.48109795486344,-1.29618383212857,4.03263923720599,-1.13271105899905,-0.39535252409747,0.830739443,28.8324273952886,486970,375832,1579795.37,"60.472023999999998",1.16902222678893,-2.33764444905851,4.68035555521647,831.228446180556,400482124625.4,75415.9461811374,1.91625700938272,0.957,"Very High",5434319,0.806,0.124,0.298,128.266,19.376,47.564,25.366,3.832,9.404,50.88,7.688,18.868,"Norway",0.298,"Norway",0.298,4.19,0.0711217183770883
"65","Pakistan","Asia",0.258796814488601,16874.8046,223,326023.853,5,3374.96092,69,"Asia",0.821350368031535,0.735836874144917,0.4877456708772,0.696146444706966,0.684967242738948,0.685209320099913,1.188090186,15.9642098889791,5401748,10708676,2883306.87,"30.375321",20.1369908126213,13.1322491871912,27.1847112954659,252.13525823112,308938264871.815,1454.93458037858,21.6967289215878,0.557,"Medium",235824862,0.372,0.056,0.168,108.172,16.186,48.216,37.952,5.69,16.954,1.546,0.232,0.684,"Pakistan",0.168,"Pakistan",0.168,89.03,0.00188700438054588
"66","Panama","North America",0.499461602079996,1037.54,162,10386.56,5,207.508,51,"North America",9.0633108673325,6.56251387027654,8.11228963341622,6.64517048665604,-3.99194639722443,5.27826769209137,5.84139029,37.214617024713,285310,832330,31831.81,"8.5379810000000003",25.0954544760964,21.6227273074063,28.6127273386175,2412.77727716619,59079667461.4365,14157.031828048,2.43806284060374,0.815,"Very High",4408581,3.28,0.54,1.47,18.29,2.972,8.12,12.936,2.12,5.794,17.024,2.764,7.536,"Panama",1.47,"Panama",1.47,16.78,0.0876042908224076
"67","Paraguay","South America",0.263267274871171,21496.4486,102,408268.159,5,4299.28972,49,"South America",1.60123550835077,1.27837338216159,0.481848415666394,0.906787499696196,0.262261666258205,0.906101294426631,1.448676303,20.9830147249505,4579262,13944406,89421.19,"-23.442502999999999",24.063049627534,18.3043971839526,29.8709220209866,1001.72056720274,39838261900.8442,5727.00933336975,10.5798608340843,0.728,"High",6780744,4.26,0,2.102,27.188,18.726,13.352,46.034,31.714,22.66,42.112,29.002,20.704,"Paraguay",2.102,"Paraguay",2.102,107.22,0.0196045513896661
"68","Peru","South America",0.587195386302874,10331.851,204,87976.863,5,2066.3702,90,"South America",3.54632181513211,3.51334442453934,2.63824378661164,2.08491789500609,0.362712384681173,2.42910806119407,0.91690529,20.6885337332279,6863464,3743309,372097.34,"-9.1899669999999993",19.1033021326087,12.9146838453129,25.3345198553117,1576.78172975458,203277100522.565,6361.64420453201,7.03123569856082,0.777,"High",34049588,1.728,0.31,0.606,52.744,9.432,18.492,16.344,2.92,5.72,17.714,3.166,6.182,"Peru",0.606,"Peru",0.606,35.05,0.0172895863052782
"69","Philippines","Asia",0.276726285085077,13819.844,179,249704.849,5,2763.9688,67,"Asia",2.59851000465018,3.12238654509764,2.86833662667894,2.3011757412563,1.8858637841223,2.55525454036107,0.990189605,24.2326092999962,4409391,4521003,615025.73,"12.879721",25.8101111518012,21.3645555390252,30.3050000084771,2601.72778049045,361516844685.742,3388.6636590322,9.80877096026834,0.718,"High",115559009,2.056,0.214,0.732,62.956,6.56,22.43,15.866,1.652,5.654,17.31,1.804,6.168,"Philippines",0.732,"Philippines",0.732,8.88,0.0824324324324324
"70","Poland","Europe",0.231616890874893,14425.2806,293,311405.018,5,2885.05612,63,"Europe",3.87639080927315,2.23396043390532,3.0002804923747,2.82028262702016,2.91439661041426,2.96906219459752,1.165700703,19.4698097528925,12747695,18269511,3120562.09,"51.919438",7.71810653223794,3.52597633956452,11.9321893545297,594.366862099552,535897599151.081,14118.8357664299,2.51337043430717,0.88,"Very High",39857145,2.142,0.638,0.758,93.25,27.788,33.038,30.19,9,10.694,48.42,14.432,17.158,"Poland",0.758,"Poland",0.758,28.08,0.026994301994302
"71","Portugal","Europe",1.24403505192088,8059.0706,197,32390.824,5,1611.81412,77,"Europe",3.56292563262165,4.82650295326736,3.23799499125135,4.30025203399647,1.66957531401856,3.51945018503108,2.285876272,17.7189326112328,3538834,3183687,945602.05,"39.399872000000002",14.2597435437716,10.1330769489973,18.4397436533219,854.371793306791,211295788225.306,20517.8004441065,2.07843212474418,0.864,"Very High",10270865,4.768,0.828,1.288,59.078,10.2,15.922,22.81,3.934,6.148,19.52,3.376,5.258,"Portugal",1.288,"Portugal",1.288,4.16,0.309615384615385
"72","Romania","Europe",0.222909716898913,8080.4708,238,181260.484,5,1616.09416,71,"Europe",3.32327381670138,2.81201621442387,3.0413480951196,2.94757277076508,1.44378939413088,2.71360005822816,1.172328513,23.5372755501293,4754489,15105056,921324.77,"45.943161000000003",9.1599082334326,3.9920183527497,14.3541284088695,751.793578261629,204211858961.577,10488.1868913485,4.16115558839305,0.828,"Very High",19659267,0.638,0.3,0.372,46.21,21.748,27.132,18.482,8.71,10.85,7.368,3.478,4.35,"Romania",0.372,"Romania",0.372,50.22,0.00740740740740741
"73","Russian Federation","Europe",0.127574191701175,38608.322,248,1513166.372,5,7721.6644,63,"Europe",2.54849873389468,1.8140929436605,0.530060511511943,1.88851854086689,0.636879035113353,1.48360995300947,2.359296584,22.9531702195615,18901604,64231308,3152813.46,"61.524009999999997",-6.34049283101454,-11.3204447521423,-1.37027303344534,402.297115367524,1414236824795.95,9639.3853515625,3.66409012273968,0.824,"Very High",144713314,0.636,0.54,0.822,13.194,11.18,16.992,4.84,4.1,6.24,3.202,2.71,4.118,"Russian Federation",0.822,"Russian Federation",0.822,56.16,0.0146367521367521
"74","Saudi Arabia","Asia",0.500010191495496,33.6474,1,336.457,5,6.72948,30,"Asia",1.15554675314131,0.206051737802034,0.520110011812292,0.56775526714284,0.767614997892576,0.64341575355821,0.119273966,28.5848775281829,1471400,1512810,1287395.83,"23.885942",25.1667862130032,18.0776183895948,32.3053515145563,103.631707296823,666498098552.326,19810.3667899404,2.41833018297909,0.854,"Very High",36408820,2.452,0.266,1.416,50.792,5.446,29.518,25.894,2.772,14.992,7.518,0.8,4.286,"Saudi Arabia",1.416,"Saudi Arabia",1.416,26.37,0.0536973833902162
"75","Serbia","Europe",0.269791591788337,3162.2954,241,58634.454,5,632.45908,53,"Europe",5.78781431167226,6.55200965004633,8.04076379354097,8.28646741082213,6.53564377889164,7.04053978899467,NA,21.918476999223,2746888,6604425,441209.95,"44.016520999999997",9.76131572221455,4.75763159676602,14.7923685124046,827.781580874794,43468620199.7217,6228.84176690582,6.29309520534494,0.806,"Very High",7221365,NA,NA,NA,73.346,23.336,30.292,20.164,6.426,8.236,20.01,6.368,8.21,NA,NA,NA,NA,NA,NA
"76","Slovakia","Europe",0.178124546767482,1412.4244,239,39647.42,5,282.48488,70,"Europe",5.28896368710227,4.42963231922883,2.13122935057038,2.16538421813101,-0.314336605525244,2.74017459390145,NA,22.3463128880598,2064652,4000335,649807.26,"48.669026000000002",7.39000005307405,2.45565218122109,12.3473912943964,785.96522322945,94764021675.4888,17400.0888840151,1.98205011190969,0.86,"Very High",5643453,1.276,0.32,0.79,92.928,23.256,57.548,18.57,4.646,11.492,13.996,3.502,8.662,"Slovakia",0.79,"Slovakia",0.79,69.45,0.0113750899928006
"77","Slovenia","Europe",0.477606477191975,515.5002,162,5396.675,5,103.10004,63,"Europe",3.23069044265375,2.46192788841905,2.83979988625353,3.97117406116994,0.944715758859051,2.68966160747106,1.807103665,20.0624728543202,1361143,2386502,745314.51,"46.151240999999999",7.68099994659424,2.91900000572205,12.466999912262,1548.60997924805,47642114721.3526,22910.3896782721,2.02889196886447,0.917,"Very High",2119844,4.524,0.514,1.094,116.562,13.238,28.178,37.224,4.23,9.006,45.446,5.164,10.998,"Slovenia",1.094,"Slovenia",1.094,10.44,0.104789272030651
"78","South Africa","Africa",0.513991314315017,25834.3482,282,251345.519,5,5166.86964,65,"Africa",0.684612553455795,0.539673956759456,1.37571218998329,1.31880445443166,0.94011829658451,0.971784290242942,2.209296096,15.7757557579297,7076216,10479929,754962.92,"-30.559481999999999",16.8000222505599,9.48289532650818,24.1653451962036,561.342539585513,350945814474.13,6077.41845221339,2.33502468371323,0.709,"High",59893885,2.16,0.464,1.22,31.254,6.716,17.578,20.134,4.328,11.344,10.582,2.272,5.962,"South Africa",1.22,"South Africa",1.22,29.74,0.0410221923335575
"79","Spain","Europe",1.04605958243872,52692.452,431,251861.621,5,10538.4904,95,"Europe",3.58933199084792,2.40490738202634,4.12571580987285,1.77733300200007,2.63252111800562,2.90596186055056,1.051172715,20.0447083919341,32837683,25549983,3244723.36,"40.463667000000001",12.2403255817502,6.97074418040209,17.5525116099868,699.093487832713,1260717307359.37,26898.2463572556,2.82289721428769,0.904,"Very High",47558630,3.14,1.136,0.984,61.362,22.126,19.138,26.666,9.612,8.308,23.188,8.36,7.22,"Spain",0.984,"Spain",0.984,8.4,0.117142857142857
"80","Sri Lanka","Asia",0.583125878188064,1464.1378,80,12554.287,5,292.82756,43,"Asia",1.08863843215089,1.57011601711461,1.83491153361423,0.886106578261042,0.535841807797904,1.18312287378774,2.781788155,28.1508486668162,2700301,1331374,154294.84,"7.8730539999999998",26.4852380298433,22.8804762704032,30.1376188369024,1602.4904843285,88516567401.0954,4095.85098002913,7.89054177082674,0.782,"High",21832143,0.81,0.09,0.374,57.55,6.366,26.136,15.27,1.692,6.94,27.192,3.018,12.18,"Sri Lanka",0.374,"Sri Lanka",0.374,83.99,0.00445291106084058
"81","Sweden","Europe",0.190521538571952,1083.6298,130,28438.566,5,216.72596,40,"Europe",3.03348125315564,4.54101429590326,-0.246421087777435,2.92674304394899,3.38282968188432,2.72752943742296,3.87002816,25.268633327473,2683947,2899194,1649226.32,"60.128160999999999",1.99032051390252,-2.33650640960639,6.32413462774518,443.397434821496,533386472714.512,52509.5371526141,1.40347904546488,0.945,"Very High",10549347,0.606,0.156,0.34,75.766,19.386,42.252,12.796,3.272,7.148,14.94,3.82,8.352,"Sweden",0.34,"Sweden",0.34,13.15,0.0258555133079848
"82","Switzerland","Europe",0.48178314833063,749.4264,213,7777.544,5,149.88528,55,"Europe",23.9794767692779,20.3321979449239,-21.8054744512594,1.19913973180918,-34.2089630717001,-2.1007246153897,0.149839704,25.6669729728492,4556492,411623,2525657.86,"46.818187999999999",4.3317646875101,0.810588237117319,7.86705876799191,1293.58823170381,738333114664.072,86753.7388197646,0.645739744581445,0.955,"Very High",8740472,4.776,0.238,0.522,107.106,5.332,11.702,32.002,1.592,3.496,37.458,1.864,4.092,"Switzerland",0.522,"Switzerland",0.522,21.25,0.0245647058823529
"83","Taiwan (Province of China)","Asia",0.596245412349134,3032.0436,141,25426.172,5,606.40872,62,"Asia",1.55564214957618,1.34913267883946,1.69390529382545,1.31071877840352,1.7231837927804,1.526516538685,0.400343585,43.2111858926227,2227954,1204850,NA,"23.69781",18.9107693892259,15.1346154579749,22.7384617145245,1940.00769042969,NA,NA,NA,NA,NA,NA,13.062,0.434,1.462,182.502,6.09,20.486,148.394,4.952,16.658,142.276,4.748,15.968,"China, Taiwan Province of",1.462,"China, Taiwan Province of",1.462,42.15,0.0346856465005931
"84","Tajikistan","Asia",0.500001253484703,132.245,1,793.468,3,44.0816666666667,43,"Asia",3.45541562095808,2.46571436621114,2.84432481729144,2.56373022995454,1.30974719340915,2.52778644556487,16.22699856,35.315785032736,156551,234526,52179.85,"38.861033999999997",2.95362067116617,-3.23017242139783,9.14431033309164,562.962066255767,10174077652.9688,1115.72367747518,21.1486224096068,0.668,"Medium",9952787,0.256,0.03,0.066,31.77,3.532,7.678,4.702,0.53,1.154,1.242,0.138,0.308,"Tajikistan",0.066,"Tajikistan",0.066,19.92,0.00331325301204819
"85","Tanzania, the United Republic of","Africa",0.302701474699953,304.8292,49,5035.465,5,60.96584,62,"Africa",1.73592565476401,1.75860651135026,1.70440977350521,1.9910001589942,1.09740565872468,1.65746955146767,3.301593438,37.0483265860802,1465497,2202106,143934.62,"-6.369028",22.2017974043204,16.5432352957383,27.9092156840306,879.334312089908,NA,NA,NA,0.529,"Low",65497748,0,0,0,8.824,2.36,8.258,3.3,0.888,3.126,0.88,0.236,0.82,"United Republic of Tanzania",0,"United Republic of Tanzania",0,30.06,0
"86","Thailand","Asia",0.640482198580615,45733.0592,217,357020.559,5,9146.61184,63,"Asia",0.843364746913038,1.81550201260974,2.60211315231686,0.880450094733977,-0.969688900991924,1.03434822111634,4.06141894,23.3505942997775,25783996,32327224,1989603.27,"15.870032",26.5767261300768,21.3258333092644,31.8791665917351,1563.19940330869,438084912017.245,6311.35950212204,8.38197403778844,0.777,"High",71697030,1.332,0.42,0.632,67.8,21.496,32.31,17.788,5.64,8.478,25.394,8.05,12.098,"Thailand",0.632,"Thailand",0.632,9.34,0.0676659528907923
"87","Tunisia","Africa",0.554665702861282,1613.1584,170,14541.767,5,322.63168,68,"Africa",1.40342844396162,1.92329080868051,2.31678663612885,1.93947138665383,1.39288219960342,1.79517189500565,0.527082907,19.3344652973423,1268989,665625,377714.11,"33.886916999999997",18.821355900522,12.6745762825012,25.0172882403358,300.013557757361,47262969456.1134,4088.50810202565,9.44580620766236,0.74,"High",12356117,0.644,0.278,0.486,17.434,7.494,13.228,10.7,4.596,8.078,1.128,0.486,0.854,"Tunisia",0.486,"Tunisia",0.486,9.6,0.050625
"88","Turkey","Asia",0.356750081990092,14436.9056,283,202337.864,5,2887.38112,89,"Asia",1.59079130572528,1.30268319907129,1.6063521333592,1.25794275012057,1.08770713996894,1.36909530564906,0.490824711,29.0052602450345,14089836,15388986,5061632.58,"38.963745000000003",11.2310836012518,5.05693498452197,17.440309604255,564.617646586415,970895819398.806,11804.6384394737,6.20765373450053,0.82,"Very High",85341241,2.312,0.656,0.812,76.598,21.714,26.986,30.022,8.522,10.594,5.062,1.436,1.786,"Türkiye",0.812,"Türkiye",0.812,75.12,0.0108093716719915
"89","Turkmenistan","Asia",0.308593487882714,490.0406,10,7939.814,5,98.00812,24,"Asia",6.20181210651458,5.49999583590725,4.89948824038576,4.70786927420883,0,5.3272913642541,NA,24.8587655051599,68439,102132,40659.59,"38.969718999999998",15.937099981308,9.27099998950958,22.6475999927521,109.231999931335,41805209543.1049,7197.21831167977,10.8695749248565,0.715,"High",6430770,4.86,1.662,2.418,190.074,65.144,94.574,15.124,5.146,7.546,0.566,0.192,0.282,"Turkmenistan",2.418,"Turkmenistan",2.418,15.44,0.15660621761658
"90","Uganda","Africa",0.13702757385855,3.061,15,22.34,1,3.061,34,"Africa",2.14253048045235,2.61088917415985,3.20512811057536,3.60332475717377,2.32389435749795,2.77715337597186,3.734080143,24.8208419055659,1243117,1568500,69008.87,"1.3733329999999999",22.6155128968068,16.5810256860195,28.6989743403899,998.02692198142,37301449379.1217,872.516876937261,23.2487988478301,0.544,"Low",47249585,0.01,0,0.01,1.018,0.216,1.044,0.496,0.106,0.504,0.456,0.096,0.46,"Uganda",0.01,"Uganda",0.01,6.86,0.00145772594752187
"91","Ukraine","Europe",0.204372802710983,24624.3516,292,602459.583,5,4924.87032,71,"Europe",4.42178358298744,3.28306056533099,3.80087103565933,3.76649836392355,0.194103020682487,3.09326331371676,1.864325198,16.8199781336355,19661363,71711779,898550.25,"48.379432999999999",8.61057238948064,4.03582491151211,13.2083501655245,526.881481132122,97510549104.6644,2309.01328125,10.0636442335476,0.779,"High",39701739,0.978,0.742,0.712,42.398,32.364,30.738,11.03,8.42,7.99,9.052,6.91,6.554,"Ukraine",0.712,"Ukraine",0.712,28.74,0.0247738343771747
"92","United Kingdom","Europe",0.237437334902718,17245.1162,295,363150.436,5,3449.02324,39,"Europe",11.9291547673272,4.64461035873752,-0.863744974538628,0.0776981181722485,1.12658748884643,3.38286115170895,0.509675019,17.7241324471179,9150664,6767915,11208798.96,"55.378050999999999",8.19812032154628,4.43451127432343,12.001202999201,993.13609050091,3067531547048.32,46195.3457854,0.586404321830249,0.932,"Very High",67508936,3.022,0.276,0.66,167.674,15.216,36.61,30.874,2.8,6.74,43.618,3.958,9.524,"United Kingdom of Great Britain and Northern Ireland",0.66,"United Kingdom of Great Britain and Northern Ireland",0.66,50.04,0.013189448441247
"93","United States of America","North America",0.377388733909391,392176.4338,379,5196717.844,5,78435.28676,83,"North America",2.53749765919682,1.95498166240004,1.0460046181168,1.4726537992924,0.712710949221103,1.54476973764543,2.193124834,21.0035637108302,101912460,197512418,22294050.91,"37.090240000000001",6.66865660860157,0.279408188570714,13.0767034156043,620.005985720967,19217757294600,58771.109943216,0.943095057145716,0.926,"Very High",338289857,2.542,1.246,1.092,72.536,35.562,31.084,24.81,12.162,10.632,27.532,13.5,11.794,"United States of America",1.092,"United States of America",1.092,14.04,0.0777777777777778
"94","Uruguay","South America",0.444795545155184,6838.959,169,76877.807,5,1367.7918,42,"South America",-0.900908868689829,4.18238119907878,2.41709891356721,2.30084421139369,0.764733507040266,1.75282979247802,15.18074965,16.0599618667921,2200956,5262978,90260.73,"-32.522779",17.3607245182646,12.0046376905579,22.7672464674798,930.253625842108,54435764875.6406,15783.723478403,6.32254330344393,0.817,"Very High",3422794,7.164,0,2.596,79.538,49.898,28.844,64.478,40.63,23.454,27.852,17.464,10.192,"Uruguay",2.596,"Uruguay",2.596,63.2,0.0410759493670886
"95","Uzbekistan","Asia",0.845460822936947,4506.8478,61,26653.172,5,901.36956,67,"Asia",1.93048466478695,2.8966835420375,1.18686912904352,3.86675496902802,2.88549776207329,2.55325801339386,3.847989887,34.9028601179859,1418145,2471188,408820.71,"41.377490999999999",12.7470212591455,6.23021277468255,19.2971276526755,189.998404766651,100277031187.913,3035.72003244502,26.8863640585433,0.72,"High",34627652,NA,NA,NA,162.954,22.228,31.592,51.016,6.96,9.892,17.338,2.364,3.362,NA,NA,NA,NA,NA,NA
"96","Venezuela","South America",0.911521208948882,5309.9288,73,29126.856,5,1061.98576,57,"South America",3.40820855496215,3.04090234064265,3.34986981608252,2.93563062954365,2.33546643337817,3.01401555492183,NA,18.1757435717744,72776,63002,32333.92,"6.4237500000000001",25.0274827990039,19.9670000405147,30.1375172713707,1928.96000450397,NA,NA,NA,0.711,"High",28301696,1.19,0.136,0.538,53.102,6.016,23.842,29.072,3.308,13.126,28.622,3.25,12.86,"Venezuela (Bolivarian Republic of)",0.538,"Venezuela (Bolivarian Republic of)",0.538,87.4,0.00615560640732265
