name_indication,name_activeindication,name_stagegroup,name_cropstage,name_app,name_refapp,bbch_specific,count,summass,name_refapp_adj,treatment,remarks
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8189-RIPENING,-,undefined,8089,4,0.018,undefined,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8189-RIPENING,ATOMISING,Boom sprayer,8089,4,1.372,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8189-RIPENING,BROAD,Boom sprayer,8089,1,0.225,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8189-RIPENING,FOLIAR-TREATMENT,Boom sprayer,8089,1,0.049,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,-,undefined,8089,4,44.014,undefined,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,ATOMISING,Boom sprayer,8089,1,25.186,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,BROAD,Boom sprayer,8089,3,1.309,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,HELICOPTER/AIRPLANE,Aerial application,8089,2,3.337,Aerial application,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,MANUAL-APPLICATION,Hand operated sprayer,8089,1,2.997,Hand operated sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,31 POST-FLOWERING,8190-RIPENING,STRIP-TREATMENT,Boom sprayer,8089,1,0.202,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,9 PRE-HARVEST,S9199-PRE-HARVEST-SPR-LEG,-,undefined,9099,6,0.323,undefined,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,-,undefined,9900,2,0.804,undefined,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,ATOMISING,Boom sprayer,9900,6,22.854,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,BROAD,Boom sprayer,9900,2,0.888,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,92 POST-HARVEST,9900H-POST-HARVEST,-,undefined,9900,4,1.084,undefined,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-SPRING-UNKNOWN,BROAD,Boom sprayer,9,3,5.862,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,132,2143.092,undefined,undefined,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,BOX,Soil incorporation,NA,15,3156.496,Soil incorporation,soil,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,BROAD,Boom sprayer,NA,13,8.697,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,DIP,Soil incorporation,NA,5,77.372,Soil incorporation,soil,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,51,82.759,Boom sprayer,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,HELICOPTER/AIRPLANE,Aerial application,NA,1,1.264,Aerial application,crop,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SOIL-INCORPORATED,Soil incorporation,NA,4,461.503,Soil incorporation,soil,
FUNGICIDES/INSECT,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,NA,1,38.171,Boom sprayer,soil,"soil treatment by spraying, change to boom sprayer"
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,-,undefined,1019,5,0.146,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,BROAD,Boom sprayer,1019,5,0.575,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,A1519-LEAF-DEV.-AUT-OSR,-,undefined,1019,5,0.369,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,A1519-LEAF-DEV.-AUT-OSR,BROAD,Boom sprayer,1019,6,0.908,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,A2129-SIDE SHOTS-AUT-OSR,-,undefined,2029,2,0.003,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SPR-OSR,-,undefined,1019,5,0.335,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SPR-OSR,BROAD,Boom sprayer,1019,5,0.642,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,S2129-SIDE SHOTS-SPR-OSR,-,undefined,2029,5,0.235,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 FOOT-TREATMENT,S2129-SIDE SHOTS-SPR-OSR,BROAD,Boom sprayer,2029,5,0.088,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,BROAD,Boom sprayer,9,1,0.022,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,-,undefined,9,1,0.001,undefined,undefined,could be soil for pre treatment stage
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,FOLIAR-TREATMENT,Boom sprayer,1092,4,0.063,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1129-LEAF/STEM-DEV.,FOLIAR-TREATMENT,Boom sprayer,1019,1,0.001,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1214-2.-4.LEAF,BROAD,Boom sprayer,1019,5,0.177,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,A3049-STEM ELONG-AUT-OSR,-,undefined,3039,1,0.001,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,S3032-STEM ELONG 1-SPR-OSR,BROAD,Boom sprayer,3039,5,1.364,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,S3049-STEM ELONG-SPR-OSR,-,undefined,3039,5,2.384,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,FOLIAR-TREATMENT,Boom sprayer,9,1,0.016,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,2 PRE-EM,A0109-PRE-EM-AUTUMN-OSR,-,undefined,9,3,0.052,undefined,undefined,could be soil for pre treatment stage
GROWTH-REGULATORS,FUNGICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,BROAD,Boom sprayer,4049,5,1.363,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S5051-INFLORESCENCE 1-SPR-OSR,-,undefined,5059,5,1.893,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S5259-INFLORESCENCE 2-SPR-OSR,-,undefined,5059,5,2.169,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S5259-INFLORESCENCE 2-SPR-OSR,BROAD,Boom sprayer,5059,5,0.167,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6064-FLOWERING-SPR-OSR,-,undefined,6069,5,0.184,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6569-PETALS-FALLING-SPR-OSR,-,undefined,6069,5,0.145,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6569-PETALS-FALLING-SPR-OSR,BROAD,Boom sprayer,6069,5,0.144,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S7090-FRUIT-DEVELOP.-SPR-OSR,-,undefined,7079,4,0.025,undefined,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 FLOWERING,5969-FLOWERING,FOLIAR-TREATMENT,Boom sprayer,5059,1,0.034,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,3 FLOWERING,6070-FLOWERING,BROAD,Boom sprayer,6069,5,1.115,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7097-RIPENING,FOLIAR-TREATMENT,Boom sprayer,7079,1,0.117,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,31 POST-FLOWERING,7379-FRUIT-FROM-2CM,BROAD,Boom sprayer,7079,5,0.151,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,31 POST-FLOWERING,8189-RIPENING,BROAD,Boom sprayer,8089,5,3.744,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,BROAD,Boom sprayer,9900,5,0.074,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-SPRING-UNKNOWN,BROAD,Boom sprayer,9,5,0.106,Boom sprayer,crop,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,63,22.72,undefined,undefined,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,BROAD,Boom sprayer,NA,5,0.525,Boom sprayer,undefined,
GROWTH-REGULATORS,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,3,0.014,Boom sprayer,undefined,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,-,undefined,9,6,0.557,undefined,soil,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BROAD,Boom sprayer,9,1,0.001,Boom sprayer,soil,soil using boom sprayer growth regulator
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,FOLIAR-TREATMENT,Boom sprayer,9,3,0.064,Boom sprayer,soil,soil using boom sprayer growth regulator
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,00 SEED-DRESSING,0000-SEED-DRESSING,-,undefined,9,4,9.077,undefined,undefined,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0000-DORMANT-TREATM.,GROUND-APPLICATION,Boom sprayer,9,5,0.035,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0000-DORMANT-TREATM.,SPOT-TREATMENT,Boom sprayer,9,1,0.005,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,ATOMISING,Boom sprayer,9,3,0.023,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,SPRAYING,Boom sprayer,9,7,0.015,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,TRACTOR-APPLICATION,Boom sprayer,9,2,2.776,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,02 WINTER-TREATMENT,0109-DORMANT/BUD-BREAK,TRACTOR-APPLICATION,Boom sprayer,9,1,0.016,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,HELICOPTER/AIRPLANE,Aerial application,9,10,2234.252,Aerial application,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,HIGH-TRACTOR,Boom sprayer,9,9,182.304,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,0029-EARLY-TREATMENT,TRACTOR-APPLICATION,Boom sprayer,9,3,15.598,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,1029-COTYL/ROSETTE,HELICOPTER/AIRPLANE,Aerial application,1019,46,20.442,Aerial application,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,1029-COTYL/ROSETTE,HIGH-TRACTOR,Boom sprayer,1019,64,139.265,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,-,undefined,1019,5,0.209,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,BROAD,Boom sprayer,1019,12,6.426,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,-,undefined,1019,6,1.025,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,BROAD,Boom sprayer,1019,35,120.306,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1313-POST-EM-EARLY 2-AUT-CER,-,undefined,1019,1,0.055,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1313-POST-EM-EARLY 2-AUT-CER,BROAD,Boom sprayer,1019,50,49.265,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1421-TILLERING-EARLY-AUT-CER,-,undefined,1019,4,0.923,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1421-TILLERING-EARLY-AUT-CER,BROAD,Boom sprayer,1019,60,80.257,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1519-LEAF-DEV.-AUT-OSR,-,undefined,1019,5,2.589,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A1519-LEAF-DEV.-AUT-OSR,BROAD,Boom sprayer,1019,43,281.218,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A2129-SIDE SHOTS-AUT-OSR,-,undefined,2029,2,0.027,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A2129-SIDE SHOTS-AUT-OSR,BROAD,Boom sprayer,2029,17,51.004,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A2229-TILLERING-AUT-CER,-,undefined,2029,6,2.249,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,A2229-TILLERING-AUT-CER,BROAD,Boom sprayer,2029,29,77.297,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1012-POST-EM-EARLY 1-SPR-CER,-,undefined,1019,104,88.801,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1012-POST-EM-EARLY 1-SPR-CER,BROAD,Boom sprayer,1019,21,4.13,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SFL,BROAD,Boom sprayer,1019,2,0.989,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SPR-OSR,-,undefined,1019,1,0.572,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SPR-OSR,BROAD,Boom sprayer,1019,5,4.588,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,-,undefined,1019,88,130.231,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,BROAD,Boom sprayer,1019,186,374.44,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,HIGH-TRACTOR,Boom sprayer,1019,3,1.212,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,TRACTOR-APPLICATION,Boom sprayer,1019,1,0.226,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,-,undefined,1019,158,422.867,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,BROAD,Boom sprayer,1019,781,4142.449,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,HIGH-TRACTOR,Boom sprayer,1019,9,37.604,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,TRACTOR-APPLICATION,Boom sprayer,1019,9,16.37,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SFL,BROAD,Boom sprayer,1019,3,19.452,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SPR-OSR,-,undefined,1019,5,2.345,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SPR-OSR,BROAD,Boom sprayer,1019,22,26.463,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S2129-SIDE SHOTS-SPR-OSR,-,undefined,2029,6,1.678,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S2129-SIDE SHOTS-SPR-OSR,BROAD,Boom sprayer,2029,36,55.757,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S2229-TILLERING-SPR-CER,-,undefined,2029,242,2436.909,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 FOOT-TREATMENT,S2229-TILLERING-SPR-CER,BROAD,Boom sprayer,2029,447,2819.988,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,-,undefined,9,4,0.391,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,BROAD,Boom sprayer,9,3,0.647,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,-,undefined,9,1,0.004,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPR-LEG,-,undefined,9,6,0.932,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,-,undefined,9,39,9.172,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,BROAD,Boom sprayer,9,3,0.279,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,9,1,0.291,Boom sprayer,soil,"soil with boom sprayer on growth regulator, need to adjust refapp?"
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,WETTING,Boom sprayer,9,2,0.377,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001H-PRE/AT-PLANT-SPR-LEG,-,undefined,9,6,0.238,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,1 PRE-PLANT,S0001H-PRE/AT-PLANT-SPRING-OSR,-,undefined,9,2,0.487,undefined,undefined,pre treatment
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,BROAD,Boom sprayer,9,2,0.007,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,FOLIAR-TREATMENT,Boom sprayer,9,5,0.102,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,GROUND-APPLICATION,Boom sprayer,9,4,0.088,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,9,1,0.09,Boom sprayer,soil,"soil with boom sprayer on growth regulator, need to adjust refapp?"
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,SPOT-TREATMENT,Boom sprayer,9,1,0.003,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,SPRAYING,Boom sprayer,9,2,0.095,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1029-LEAF-TREATMENT,AERIAL-APPLICATION,Aerial application,1019,3,5.155,Aerial application,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1029-LEAF-TREATMENT,GROUND-APPLICATION,Boom sprayer,1019,5,47.857,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,ATOMISING,Boom sprayer,1019,6,0.008,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,BROAD,Boom sprayer,1019,1,0.008,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,DRENCH,Boom sprayer,1019,1,0.065,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,FOLIAR-TREATMENT,Boom sprayer,1019,13,2.476,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,1019,1,0.09,Boom sprayer,soil,"soil with boom sprayer on growth regulator, need to adjust refapp?"
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,SPOT-TREATMENT,Boom sprayer,1019,1,0.013,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,SPRAYING,Boom sprayer,1019,7,0.691,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,-,undefined,1092,18,338.212,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,BAND,Boom sprayer,1092,10,0.339,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,BROAD,Boom sprayer,1092,41,30.229,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,DRENCH,Boom sprayer,1092,11,1.609,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,FOLIAR-TREATMENT,Boom sprayer,1092,99,555.717,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,SOIL-INCORPORATED,Soil incorporation,1092,2,0.13,Soil incorporation,soil,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,SPOT-TREATMENT,Boom sprayer,1092,3,1.882,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1129-LEAF/STEM-DEV.,FOLIAR-TREATMENT,Boom sprayer,1019,6,0.419,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,-,undefined,1019,1,0.347,undefined,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,BROAD,Boom sprayer,1019,48,22670.319,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,FOLIAR-TREATMENT,Boom sprayer,1019,5,0.244,Boom sprayer,crop,
GROWTH-REGULATORS,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,SPOT-TREATMENT,Boom sprayer,1019,31,2280.368,Boom sprayer,crop,
