name_indication,name_activeindication,name_stagegroup,name_cropstage,name_app,name_refapp,bbch_specific,count,summass,name_refapp_adj,treatment,remarks
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3236H-2.NODE-6.NODE-SPR-CER,-,undefined,3039,33,11.636,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3236H-2.NODE-6.NODE-SPR-CER,BROAD,Boom sprayer,3039,101,16.649,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3236H-2.NODE-6.NODE-SPR-CER,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,3039,1,0.226,Boom sprayer,soil,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3739H-FLAG-LEAF-VISIB-SPR-CER,-,undefined,3039,28,3.137,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3739H-FLAG-LEAF-VISIB-SPR-CER,BROAD,Boom sprayer,3039,93,9.2,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S3739H-FLAG-LEAF-VISIB-SPR-CER,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,3039,2,0.036,Boom sprayer,soil,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S4049H-BOOTING-SPR-CER,-,undefined,4049,37,149.217,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S4049H-BOOTING-SPR-CER,BROAD,Boom sprayer,4049,38,5.851,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S5059H-INFLORESCENCE-SPR-CER,-,undefined,5059,18,0.437,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S5059H-INFLORESCENCE-SPR-CER,BROAD,Boom sprayer,5059,16,5.493,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S5059H-INFLORESCENCE-SPR-CER,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,5059,1,0.004,Boom sprayer,soil,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S5159H-INFLORESCENCE-SFL,BROAD,Boom sprayer,5059,3,0.028,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S6064H-FLOWERING-SPR-OSR,-,undefined,6069,2,0.114,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S6069H-FLOWERING-SPR-CER,-,undefined,6069,9,0.041,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S6069H-FLOWERING-SPR-CER,BROAD,Boom sprayer,6069,10,1.89,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S7090H-POST-FLOWERING-SPR-CER,-,undefined,7079,14,0.156,undefined,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S7090H-POST-FLOWERING-SPR-CER,BROAD,Boom sprayer,7079,3,0.262,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,3 POST-EM,S9199H-PRE-HARVEST-SPR-OSR,-,undefined,9099,1,0.064,undefined,crop,
HERBICIDES,OTHERS-ACTIV,31 POST-FLOWERING,7179-POST-FLOWERING,BROAD,Boom sprayer,7079,1,0.011,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,9 PRE-HARVEST,S9199H-PRE-HARVEST-SPR-LEG,-,undefined,9099,20,1.118,undefined,crop,
HERBICIDES,OTHERS-ACTIV,9 PRE-HARVEST,S9299H-PRE-HARVEST-SPR-CER,-,undefined,9099,2,0.219,undefined,crop,
HERBICIDES,OTHERS-ACTIV,92 POST-HARVEST,0000H-LAST-FALL,BROAD,Boom sprayer,9,2,0.105,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,92 POST-HARVEST,9800H-PRE-POST-HARVEST,FOLIAR-TREATMENT,Boom sprayer,9900,3,0.038,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-AUTUMN-UNKNOWN,BROAD,Boom sprayer,7079,14,0.166,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-SPRING-UNKNOWN,BROAD,Boom sprayer,9,71,19.26,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-SPRING-UNKNOWN,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,9,2,2.317,Boom sprayer,soil,"soil treatment by spraying, change to boom sprayer"
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,324,936.461,undefined,undefined,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,AIR/ULV,Aerial application,NA,22,3.362,Aerial application,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,BROAD,Boom sprayer,NA,4,0.336,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,DIP,Soil incorporation,NA,12,65.267,Soil incorporation,soil,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,33,56.083,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,NO-TILLAGE X,Boom sprayer,NA,34,54.93,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,PRE-EMERGENCE,Boom sprayer,NA,18,80.079,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SEED-TREATMENT,Seed treatment,NA,3,0.645,Seed treatment,seed,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SOIL-FUMIGATION,Soil incorporation,NA,3,47.832,Soil incorporation,soil,
HERBICIDES,OTHERS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SOIL-TREATMENT,Soil incorporation,NA,1,3,Soil incorporation,soil,
HERBICIDES,OTHERS-ACTIV,NO-TIME-OF-APPLICATION-GROUP,POST-EM/SPRING,FOLIAR-TREATMENT,Boom sprayer,9,1,0.883,Boom sprayer,crop,
HERBICIDES,OTHERS-ACTIV,NO-TIME-OF-APPLICATION-GROUP,PRE-EM/POST-EM,-,undefined,9,1,4.634,undefined,undefined,
HERBICIDES,RODENTICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,2,0.886,undefined,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,-,undefined,9,1,0.001,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BAND,Boom sprayer,9,1,0.067,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BEFORE-PRESS-WHEEL,Boom sprayer,9,1,0.274,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BEHIND-PRESS-WHEEL,Boom sprayer,9,1,0.783,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BROAD,Boom sprayer,9,2,1.271,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,IN-FURROW,Soil incorporation,9,10,9.702,Soil incorporation,soil,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,SOIL-INCORPORATED,Soil incorporation,9,4,1.5,Soil incorporation,soil,
INSECTICIDES,FUNGICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,SPOT-TREATMENT,Boom sprayer,9,2,0.394,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,02 WINTER-TREATMENT,0000-WINTER-TREATM,SPRAYING,Boom sprayer,9,3,0.477,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,0001H-PREPLANT/AT-PL,SOIL-INCORPORATED,Soil incorporation,9,2,1.205,Soil incorporation,soil,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,BROAD,Boom sprayer,9,4,0.056,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPR-LEG,-,undefined,9,4,0.337,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,-,undefined,9,3,2.754,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,BROAD,Boom sprayer,9,1,0.007,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,FABRIC-TREATMENT,Seed treatment,9,3,0.392,Seed treatment,seed,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,FARMER-TREATMENT,Seed treatment,9,2,0.131,Seed treatment,seed,
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,SOIL-TREATMENT-BY-SPRAYING,Soil incorporation,9,3,0.723,Boom sprayer,soil,need to adjust it to boom sprayer; still soil treatment for fungicides?
INSECTICIDES,FUNGICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SPRING-CER,WETTING,Boom sprayer,9,1,0.009,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,0109-BUD-FORMATION,SPRAYING,Boom sprayer,9,2,0.274,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,-,undefined,1019,6,0.006,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,SPRAYING,Boom sprayer,1019,4,1.283,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,-,undefined,1092,1,0.213,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,CROP-TREATMENT-BY-JETTING,Boom sprayer,1092,1,0.063,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,FOLIAR-TREATMENT,Boom sprayer,1092,8,0.137,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,TRACTOR-APPLICATION,Boom sprayer,1092,2,4.633,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,S3030-STEM-ELONG.-1CM-SPR-CER,-,undefined,3039,1,0.023,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,S4049-BOOTING-SPR-CER,-,undefined,4049,1,0.172,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 LEAF-TREATMENT,VEGETATIVE-PHASE,-,undefined,4049,2,1.627,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,0002-AT-SOWING,-,undefined,9,1,33.957,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,BACKPACK-APPLICATION,Hand operated sprayer,9,1,0.005,Hand operated sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,BROAD,Boom sprayer,9,1,0.001,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,HIGH-TRACTOR,Boom sprayer,9,1,0.417,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,0009-PRE-EM,TRACTOR-APPLICATION,Boom sprayer,9,2,0.376,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,2 PRE-EM,S0109-PRE-EM-SPR-LEG,-,undefined,9,2,0.051,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,FUNGICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,-,undefined,4049,6,0.006,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,SPRAYING,Boom sprayer,4049,2,0.136,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S5059-INFLORESCENCE-SPR-CER,-,undefined,5059,1,0.067,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,3 EAR-TREATMENT,S6069-FLOWERING-SPR-LEG,-,undefined,6069,4,1.057,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,3 FLOWERING,5069-FLOWERING-RICE,-,undefined,5059,2,0.34,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,3 FLOWERING,6070-FLOWERING,SPRAYING,Boom sprayer,6069,3,1.308,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,3 FLOWERING,7199-POST-FLOWERING,-,undefined,7079,2,1.367,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,7172-EARLY-SUMMER,SPRAYING,Boom sprayer,7079,2,2.01,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,7172-FRUIT-UP-TO-2CM,BROAD,Boom sprayer,7079,2,2.018,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,7179-POST-FLOWERING,SPRAYING,Boom sprayer,7079,1,0.002,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,7377-LATE-SUMMER,SPRAYING,Boom sprayer,7079,3,0.279,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,7379-FRUIT-FROM-2CM,BROAD,Boom sprayer,7079,3,9.553,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,8189-RIPENING,-,undefined,8089,4,0.253,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,8189-RIPENING,BROAD,Boom sprayer,8089,1,0.811,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,31 POST-FLOWERING,8190-RIPENING,SPRAYING,Boom sprayer,8089,1,0.002,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,4 FRUITING,7689-WATER-STAGE/KERNEL-FILL,SPRAYING,Boom sprayer,7079,4,1.428,Boom sprayer,crop,
INSECTICIDES,FUNGICIDES-ACTIV,9 PRE-HARVEST,9199-PRE-HARVEST,-,undefined,9099,1,0.097,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,9 PRE-HARVEST,S9199-PRE-HARVEST-SPR-LEG,-,undefined,9099,2,0.275,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,92 POST-HARVEST,9900-POST-HARVEST,-,undefined,9900,1,1.245,undefined,crop,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,396,1682.205,undefined,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,23,67.924,Boom sprayer,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,GRANULAR-APPLICATION,Soil incorporation,NA,5,33.907,Soil incorporation,soil,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,PRE-PLANT,Boom sprayer,NA,10,1580.376,Boom sprayer,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,9999-UNDEFINED,SEED-TREATMENT,Seed treatment,NA,7,178.114,Seed treatment,seed,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,AUGUST,-,undefined,7079,3,0.856,undefined,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,JULY,-,undefined,7079,3,22.626,undefined,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,99 UNDEFINED,JUNE,-,undefined,7079,4,40.579,undefined,undefined,
INSECTICIDES,FUNGICIDES-ACTIV,NO-TIME-OF-APPLICATION-GROUP,0001-PRE-PLANTING-INC/PRE-EM,-,undefined,9,2,1.145,undefined,undefined,could be soil for pre treatment stage
INSECTICIDES,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1039-LEAF-SHOT-DEV.,INSECTICIDE-TRAP,Boom sprayer,1019,2,0.482,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1092--POST-EM,-,undefined,1092,2,0.126,undefined,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,BROAD,Boom sprayer,1019,2,4.542,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,2 LEAF-TREATMENT,1516-5/6 LEAVES,SPOT-TREATMENT,Boom sprayer,1019,1,0.189,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,22 PRE-FLOWERING,4159-INFLORESCENCE,INSECTICIDE-TRAP,Boom sprayer,4049,1,0.184,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,3 FLOWERING,6070-FLOWERING,GROUND-APPLICATION,Boom sprayer,6069,1,0.001,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,3 FLOWERING,6070-FLOWERING,INSECTICIDE-TRAP,Boom sprayer,6069,1,0.184,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7172-EARLY-SUMMER,INSECTICIDE-TRAP,Boom sprayer,7079,1,0.305,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7172-FRUIT-UP-TO-2CM,SPRAYING,Boom sprayer,7079,1,0.009,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,7377-LATE-SUMMER,INSECTICIDE-TRAP,Boom sprayer,7079,1,0.853,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,31 POST-FLOWERING,8189-RIPENING,-,undefined,8089,2,0.013,undefined,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,4 FRUITING,7689-WATER-STAGE/KERNEL-FILL,INSECTICIDE-TRAP,Boom sprayer,7079,1,0.062,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,-,undefined,NA,102,1884.47,undefined,undefined,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,AIR/ULV,Aerial application,NA,9,92.396,Aerial application,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,BAIT,Boom sprayer,NA,5,688.35,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,FOLIAR-TREATMENT,Boom sprayer,NA,26,389.989,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,GROUND-APPLICATION,Boom sprayer,NA,1,6,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,MIXED-WITH-OTHER-PRODUCTS,Boom sprayer,NA,20,92.93,Boom sprayer,crop,
INSECTICIDES,GROWTH-REGULATORS-ACTIV,99 UNDEFINED,9999-UNDEFINED,SPOT-TREATMENT,Boom sprayer,NA,10,165.707,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,-,undefined,9,2,0.142,undefined,undefined,pre treatment
INSECTICIDES,HERBICIDES-ACTIV,0 SOIL,0001-PREPLANT/AT-PL,BOARDER-SPREADING,Boom sprayer,9,1,0.002,Boom sprayer,soil,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,-,undefined,1019,13,8.772,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,BOARDER-SPREADING,Boom sprayer,1019,6,0.928,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1012-POST-EM-EARLY 1-AUT-CER,BROAD,Boom sprayer,1019,16,7.114,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,-,undefined,1019,6,7.199,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,BOARDER-SPREADING,Boom sprayer,1019,4,0.527,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1014-LEAF-DEV.-EARLY-AUT-OSR,BROAD,Boom sprayer,1019,5,7.467,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1313-POST-EM-EARLY 2-AUT-CER,-,undefined,1019,5,0.979,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1421-TILLERING-EARLY-AUT-CER,-,undefined,1019,8,1.024,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A1519-LEAF-DEV.-AUT-OSR,-,undefined,1019,4,0.907,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A2129-SIDE SHOTS-AUT-OSR,-,undefined,2029,3,0.074,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,A2229-TILLERING-AUT-CER,-,undefined,2029,7,0.124,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1012-POST-EM-EARLY 1-SPR-CER,-,undefined,1019,5,0.539,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1012-POST-EM-EARLY 1-SPR-CER,BROAD,Boom sprayer,1019,2,0.107,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SFL,BOARDER-SPREADING,Boom sprayer,1019,3,0.142,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SFL,BROAD,Boom sprayer,1019,5,3.661,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1014-LEAF-DEV.-EARLY-SPR-OSR,-,undefined,1019,1,0.009,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1313-POST-EM-EARLY 2-SPR-CER,-,undefined,1019,1,0.401,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1421-TILLERING-EARLY-SPR-CER,-,undefined,1019,3,0.27,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S1519-LEAF-DEV.-SPR-OSR,-,undefined,1019,2,0.074,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S2129-SIDE SHOTS-SPR-OSR,-,undefined,2029,2,0.005,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 FOOT-TREATMENT,S2229-TILLERING-SPR-CER,-,undefined,2029,6,0.282,undefined,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0000-AT-PLANTING,BROAD,Boom sprayer,9,1,0.093,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0000-AT-PLANTING,IN-FURROW,Soil incorporation,9,1,0.1,Boom sprayer,soil,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,-,undefined,9,2,0.422,undefined,undefined,pre treatment
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,BROAD,Boom sprayer,9,3,0.932,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,ON-FURROW,Soil incorporation,9,6,2.116,Boom sprayer,soil,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,0001-PRE/AT-PLANTING-CORN,SEED-TREATMENT-BY-MIXING,Seed treatment,9,1,0.097,Boom sprayer,undefined,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,-,undefined,9,15,5.915,undefined,undefined,pre treatment
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,BOARDER-SPREADING,Boom sprayer,9,3,0.273,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,BROAD,Boom sprayer,9,15,5.41,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-CER,SEED-TREATMENT-BY-MIXING,Seed treatment,9,13,5.47,Boom sprayer,undefined,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,-,undefined,9,7,4.238,undefined,undefined,pre treatment
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,BOARDER-SPREADING,Boom sprayer,9,1,0.012,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,BROAD,Boom sprayer,9,4,3.812,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,A0001-PRE/AT-PLANT-AUTUMN-OSR,SEED-TREATMENT-BY-MIXING,Seed treatment,9,4,5.345,Boom sprayer,undefined,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SFL,BOARDER-SPREADING,Boom sprayer,9,5,0.892,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SFL,BROAD,Boom sprayer,9,5,2.864,Boom sprayer,crop,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SFL,IN-FURROW,Soil incorporation,9,2,0.238,Boom sprayer,soil,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SFL,ON-FURROW,Soil incorporation,9,5,2.805,Boom sprayer,soil,
INSECTICIDES,HERBICIDES-ACTIV,1 PRE-PLANT,S0001-PRE/AT-PLANT-SFL,SEED-TREATMENT-BY-MIXING,Seed treatment,9,1,0.463,Boom sprayer,undefined,
